"6","148.12","1"
"389","0.15","1"
"516","46.27","1"
"520","91.18","1"
"523","1322.25","1"
"594","3.73","1"
"603","8.18","1"
"608","387.68","1"
"614","674.40","1"
"616","1219.47","1"
"618","784.50","1"
"659","1337.60","1"
"666","335.73","1"
"691","499.52","1"
"698","35.98","1"
"699","222.48","1"
"702","98.52","1"
"709","2.30","1"
"772","4160.58","1"
"778","201.60","1"
"782","33.92","1"
"792","3391.73","1"
"800","482.23","1"
"801","6066.00","1"
"804","514.07","1"
"805","48.47","1"
"810","190.17","1"
"829","151.35","1"
"830","0.35","1"
"832","358.18","1"
"838","856.10","1"
"840","1122.13","1"
"841","1623.63","1"
"842","289.58","1"
"851","375.37","1"
"854","6.85","1"
"862","1145.65","1"
"863","624.93","1"
"865","1038.43","1"
"869","175.87","1"
"870","510.95","1"
"872","6.72","1"
"875","401.93","1"
"876","2.13","1"
"882","1080.68","1"
"893","370.12","1"
"894","0.07","1"
"900","283.32","1"
"903","141.35","1"
"908","2278.93","1"
"911","917.42","1"
"916","339.07","1"
"917","5.67","1"
"928","99.05","1"
"930","159.52","1"
"933","717.52","1"
"936","379.87","1"
"956","1.92","1"
"959","12.30","1"
"961","326.13","1"
"965","1125.80","1"
"969","642.40","1"
"973","43.70","1"
"977","0.60","1"
"982","38.85","1"
"985","57.78","1"
"986","0.07","1"
"987","149.60","1"
"988","509.07","1"
"991","1640.47","1"
"994","280.97","1"
"998","6.63","1"
"999","502.13","1"
"1002","1394.52","1"
"1006","16.33","1"
"1008","473.00","1"
"1010","4.93","1"
"1014","191.83","1"
"1015","1026.30","1"
"1016","76.33","1"
"1018","171.12","1"
"1019","65.08","1"
"1029","62.65","1"
"1033","0.05","1"
"1034","107.75","1"
"1035","1449.77","1"
"1040","0.08","1"
"1042","403.88","1"
"1045","82.25","1"
"1046","2305.95","1"
"1052","34.33","1"
"1056","25.33","1"
"1057","1075.13","1"
"1063","1867.33","1"
"1064","93.93","1"
"1066","375.32","1"
"1073","5.03","1"
"1081","453.35","1"
"1085","82.97","1"
"1086","894.85","1"
"1091","46.45","1"
"1099","0.28","1"
"1102","1255.12","1"
"1105","2.90","1"
"1116","0.12","1"
"1119","73.25","1"
"1125","11.38","1"
"1127","433.43","1"
"1128","1002.52","1"
"1132","139.87","1"
"1140","137.60","1"
"1143","21.02","1"
"1145","657.35","1"
"1155","9.13","1"
"1158","4.58","1"
"1159","30.78","1"
"1165","40.68","1"
"1166","338.82","1"
"1169","49.65","1"
"1173","487.40","1"
"1175","35.25","1"
"1183","1379.85","1"
"1187","63.40","1"
"1188","48.42","1"
"1190","124.13","1"
"1196","119.23","1"
"1197","1758.28","1"
"1200","329.40","1"
"1201","207.78","1"
"1207","184.10","1"
"1209","6.47","1"
"1210","4.40","1"
"1212","42.02","1"
"1214","36.08","1"
"1215","1545.75","1"
"1216","0.18","1"
"1224","19.88","1"
"1226","12.83","1"
"1235","38.73","1"
"1238","50.80","1"
"1242","53.38","1"
"1244","26.03","1"
"1246","2003.80","1"
"1249","12.23","1"
"1253","0.15","1"
"1257","2.07","1"
"1259","759.92","1"
"1271","43.60","1"
"1272","234.00","1"
"1283","0.33","1"
"1284","586.48","1"
"1292","33.93","1"
"1294","1.75","1"
"1299","55.57","1"
"1306","804.62","1"
"1308","389.10","1"
"1313","0.55","1"
"1317","797.68","1"
"1323","60.50","1"
"1324","90.70","1"
"1327","160.47","1"
"1330","108.10","1"
"1331","101.38","1"
"1336","9.65","1"
"1347","29.93","1"
"1350","1694.00","1"
"1353","397.35","1"
"1355","250.47","1"
"1357","142.83","1"
"1363","765.77","1"
"1369","4.95","1"
"1373","6475.38","1"
"1374","219.42","1"
"1375","28.78","1"
"1379","3143.92","1"
"1382","17.48","1"
"1388","87.18","1"
"1389","66.67","1"
"1393","0.05","1"
"1397","3006.83","1"
"1404","29.73","1"
"1419","267.13","1"
"1424","136.80","1"
"1426","183.37","1"
"1428","339.83","1"
"1434","1714.27","1"
"1437","366.00","1"
"1456","3460.75","1"
"1459","95.22","1"
"1461","7.80","1"
"1463","7.25","1"
"1465","47.45","1"
"1468","99.57","1"
"1471","0.05","1"
"1473","48.87","1"
"1482","354.67","1"
"1491","2594.37","1"
"1498","32.62","1"
"1500","821.40","1"
"1501","850.03","1"
"1502","0.63","1"
"1504","1072.95","1"
"1513","272.30","1"
"1522","322.83","1"
"1531","2.70","1"
"1532","2.22","1"
"1535","831.20","1"
"1537","19.95","1"
"1538","193.27","1"
"1539","0.88","1"
"1542","2007.97","1"
"1544","26.70","1"
"1550","395.48","1"
"1553","83.15","1"
"1561","550.45","1"
"1563","5.27","1"
"1567","1286.92","1"
"1581","285.95","1"
"1587","93.92","1"
"1588","5.68","1"
"1595","102.67","1"
"1598","65.70","1"
"1600","33.55","1"
"1605","198.90","1"
"1606","5.58","1"
"1615","3.43","1"
"1633","13.15","1"
"1638","706.90","1"
"1641","1.87","1"
"1644","135.07","1"
"1649","3.95","1"
"1651","71.73","1"
"1652","1355.32","1"
"1653","247.07","1"
"1658","159.55","1"
"1667","23.18","1"
"1669","311.80","1"
"1678","563.53","1"
"1680","1.63","1"
"1683","1078.18","1"
"1686","0.13","1"
"1688","1814.30","1"
"1693","149.95","1"
"1695","385.35","1"
"1701","678.78","1"
"1702","1.10","1"
"1705","606.20","1"
"1710","18.63","1"
"1711","138.65","1"
"1713","86.83","1"
"1732","319.33","1"
"1733","230.23","1"
"1737","168.85","1"
"1739","109.30","1"
"1742","264.88","1"
"1745","119.62","1"
"1753","55.77","1"
"1754","516.18","1"
"1759","133.38","1"
"1765","432.42","1"
"1773","415.48","1"
"1776","1695.52","1"
"1778","1284.92","1"
"1780","0.65","1"
"1784","0.13","1"
"1790","1340.68","1"
"1792","89.05","1"
"1794","303.65","1"
"1795","139.98","1"
"1801","3.00","1"
"1802","0.50","1"
"1820","104.48","1"
"1823","1499.22","1"
"1825","487.42","1"
"1827","1.60","1"
"1835","1386.55","1"
"1841","23.65","1"
"1849","81.85","1"
"1852","806.20","1"
"1862","2.70","1"
"1863","156.52","1"
"1864","756.17","1"
"1866","1084.77","1"
"1867","6.07","1"
"1880","814.02","1"
"1881","130.05","1"
"1896","1058.63","1"
"1897","189.57","1"
"1898","308.87","1"
"1900","59.20","1"
"1902","133.83","1"
"1908","47.42","1"
"1909","244.73","1"
"1911","109.73","1"
"1914","326.40","1"
"1917","30.47","1"
"1918","395.67","1"
"1923","0.55","1"
