student_id,minutes_watched,paid_in_q2
279428,12.77,0
279430,0.15,0
279432,13.5,0
279441,19.3,0
279447,17.02,0
279448,36.28,0
279468,160.08,0
279478,9.23,0
279479,3.65,0
279485,38.78,0
279494,1.57,0
279506,1.15,0
279508,0.18,0
279512,32.63,0
279529,0.42,0
279554,6.65,0
279576,0.28,0
279579,17.42,0
279592,6.57,0
279608,26.97,0
279622,0.28,0
279640,0.82,0
279657,0.27,0
279685,0.42,0
279689,25.32,0
279692,0.1,0
279702,38.3,0
279726,18.87,0
279735,3.1,0
279738,158.07,0
279757,1.13,0
279787,76.65,0
279789,0.43,0
279800,0.08,0
279837,3.2,0
279862,2.97,0
279866,0.25,0
21,0.08,0
31,174.2,0
144,0.2,0
480,2.88,0
548,0.12,0
711,0.12,0
777,0.05,0
818,76.5,0
1146,5.38,0
1252,0.37,0
1290,0.1,0
1314,6.83,0
1338,1.95,0
1414,60.1,0
1613,2.75,0
1614,3.85,0
1986,0.07,0
2125,0.13,0
2252,1.42,0
2639,3.47,0
2802,26.35,0
2960,0.1,0
2992,13.8,0
3063,7.3,0
3258,2.5,0
3270,30.23,0
3304,22.77,0
3711,8.13,0
3751,860.05,0
3776,1.92,0
3825,0.35,0
3993,4.37,0
4240,0.12,0
4264,0.27,0
4577,0.12,0
4584,0.18,0
4696,0.45,0
4875,0.97,0
4928,0.35,0
5016,12.05,0
5103,59.17,0
5237,6.22,0
5331,1.18,0
5400,3.6,0
5534,6.55,0
5583,947.92,0
5827,953.23,0
6002,0.3,0
6111,18.2,0
6204,0.25,0
6452,3.2,0
6474,12.4,0
6660,0.32,0
6758,0.33,0
6813,0.25,0
6865,3.3,0
6930,42.92,0
6992,0.67,0
7327,12.63,0
7395,1.2,0
7414,13.2,0
7421,42.37,0
7666,0.27,0
7746,0.78,0
8032,307.23,0
8077,16.05,0
8083,0.13,0
8572,40.25,0
8635,41.2,0
8785,64.57,0
8877,0.18,0
9399,0.28,0
9687,0.55,0
9766,0.2,0
9771,17.07,0
10226,0.92,0
10549,6.92,0
10837,27.58,0
10913,0.87,0
10949,105.03,0
11016,20.42,0
11045,1.07,0
11220,27.05,0
11250,44.03,0
11353,1095.9,0
11887,71.92,0
12011,0.22,0
12411,7.25,0
12634,13.73,0
12946,33.15,0
13008,4.9,0
13096,0.3,0
13151,6.05,0
13307,16.75,0
13487,0.05,0
13642,0.33,0
13738,95.5,0
14140,96.75,0
14283,0.08,0
14310,89.45,0
14385,68.07,0
14577,8.32,0
14672,0.08,0
15605,5.68,0
16202,0.25,0
16231,3.97,0
16287,6.32,0
16601,1120.42,0
17123,5.93,0
17378,212.92,0
17632,19.42,0
17716,0.18,0
17785,0.13,0
17881,67.25,0
18278,0.37,0
18555,0.18,0
18757,1.02,0
19001,19.05,0
19026,0.72,0
19128,103.65,0
19449,23.7,0
20404,0.37,0
20455,1.35,0
20529,25.92,0
20595,0.08,0
20860,9.65,0
21559,0.22,0
21684,0.9,0
21869,96.15,0
22651,7.67,0
22844,0.07,0
22994,38.78,0
23913,79.28,0
23984,1.52,0
24023,0.47,0
24159,0.07,0
24264,0.43,0
24664,32.35,0
24701,66.85,0
24720,0.1,0
25132,0.1,0
25233,14.45,0
25280,0.95,0
26661,633.53,0
26867,1.43,0
26907,12.22,0
27560,12.82,0
27673,28.32,0
28080,0.13,0
29611,15.12,0
29987,2.15,0
30320,0.07,0
30545,0.17,0
30809,36.73,0
30872,1001.97,0
30984,0.4,0
31246,6.57,0
31490,5.2,0
32033,0.47,0
32178,0.67,0
32687,64.47,0
32710,0.05,0
32713,39.7,0
33474,9.43,0
33925,5.28,0
33945,6.33,0
34699,58.55,0
34912,0.38,0
35148,0.27,0
36738,0.33,0
37337,32.65,0
37901,15.4,0
38225,9.98,0
38507,17.05,0
39073,0.28,0
39563,599.22,0
40223,0.15,0
40629,41.58,0
41103,17.23,0
41418,0.48,0
42269,2.73,0
42557,1.5,0
42751,55.48,0
42831,0.45,0
42833,0.12,0
42944,2.87,0
43540,3.77,0
43828,2.5,0
45350,0.57,0
46807,1.15,0
47760,0.6,0
48680,0.13,0
49122,0.07,0
49877,0.1,0
50116,33.83,0
51548,47.13,0
52002,7.02,0
52523,85.02,0
52524,0.45,0
53418,61.9,0
53781,0.05,0
54643,0.05,0
55030,1.95,0
57499,16.0,0
57822,1.85,0
58447,0.25,0
59019,5.67,0
59185,0.1,0
59227,4.03,0
59695,0.07,0
61336,6.02,0
61784,5.95,0
61796,0.2,0
62050,0.07,0
64065,0.17,0
65418,0.23,0
65658,2.22,0
66103,91.77,0
66308,0.42,0
67407,0.07,0
70129,5.03,0
70359,0.8,0
71716,100.57,0
71790,17.75,0
71841,39.75,0
74441,0.25,0
74498,163.85,0
74839,0.27,0
74934,7.02,0
75257,15.0,0
75606,0.18,0
75640,2.1,0
76408,2.47,0
76930,48.25,0
78111,3.6,0
78726,0.17,0
78808,41.72,0
81693,24.12,0
82608,0.13,0
82714,1.85,0
82842,0.68,0
83118,1.53,0
83847,0.1,0
86428,0.05,0
88147,1.17,0
88979,16.1,0
89036,60.3,0
89292,4.58,0
90224,6.88,0
90450,0.48,0
91571,0.28,0
93172,0.07,0
93897,30.18,0
94930,0.42,0
99125,4.18,0
99883,17.1,0
101982,4.2,0
103060,5.15,0
103808,56.15,0
105478,0.17,0
105834,5.2,0
106235,57.68,0
107350,0.37,0
107588,168.63,0
108299,0.05,0
108710,18.85,0
109138,0.08,0
113207,0.25,0
113947,0.08,0
117636,0.07,0
118399,0.05,0
120117,2.43,0
121763,0.07,0
122442,5.1,0
123043,0.3,0
123128,21.13,0
123684,10.58,0
125111,0.97,0
126406,0.72,0
135358,0.22,0
135762,0.05,0
136792,3.18,0
137920,83.45,0
138025,1.85,0
138177,10.4,0
138587,0.72,0
138927,0.25,0
138989,43.58,0
139043,0.3,0
139154,15.35,0
140223,17.27,0
140536,0.13,0
140715,13.83,0
140938,25.55,0
141316,22.45,0
141686,0.53,0
142814,162.32,0
142907,1.3,0
143508,6.68,0
143585,0.43,0
143780,0.05,0
143982,30.18,0
144072,0.07,0
144199,0.38,0
144279,15.92,0
144406,1.15,0
144498,127.08,0
144657,6.97,0
144750,0.83,0
144863,0.07,0
144988,0.37,0
145023,0.18,0
145243,0.05,0
145264,32.72,0
145295,0.05,0
145434,0.78,0
145610,3.1,0
145713,481.38,0
145726,6.15,0
146061,0.42,0
146066,0.1,0
146092,23.98,0
146122,0.98,0
146266,38.03,0
146279,6.15,0
146306,86.8,0
146385,0.37,0
146388,0.22,0
146400,7.0,0
146405,1.02,0
146549,13.77,0
146836,4.53,0
146847,115.83,0
146925,87.77,0
147048,26.3,0
147109,58.65,0
147131,0.15,0
147156,67.25,0
147188,5.67,0
147215,10.38,0
147264,0.07,0
147370,41.65,0
147392,9.7,0
147406,0.45,0
147411,8.73,0
147412,0.15,0
147489,25.45,0
147575,0.32,0
147620,2.62,0
147638,210.92,0
147656,10.95,0
147717,5.05,0
147784,0.1,0
147829,2.5,0
147840,266.28,0
147849,16.53,0
147877,20.65,0
147918,7.85,0
147924,25.75,0
147925,0.6,0
147962,25.07,0
148012,0.5,0
148101,244.28,0
148132,0.37,0
148142,45.72,0
148146,0.77,0
148151,75.27,0
148162,0.48,0
148166,9.63,0
148168,11.22,0
148178,0.23,0
148180,0.05,0
148187,0.7,0
148189,0.68,0
148193,10.52,0
148196,0.38,0
148199,58.35,0
148200,0.08,0
148216,129.27,0
148220,0.1,0
148251,1.68,0
148252,55.52,0
148253,36.67,0
148264,51.33,0
148270,0.58,0
148284,0.15,0
148286,10.6,0
148289,0.48,0
148291,0.23,0
148303,0.08,0
148333,20.28,0
148340,7.4,0
148352,0.75,0
148353,0.48,0
148354,3.68,0
148367,42.73,0
148373,0.57,0
148374,6.53,0
148388,21.95,0
148398,0.08,0
148400,0.67,0
148408,31.05,0
148418,2.58,0
148426,0.33,0
148451,0.07,0
148452,11.03,0
148453,1.95,0
148454,0.08,0
148460,8.98,0
148466,0.2,0
148472,37.65,0
148479,12.82,0
148489,0.07,0
148493,0.07,0
148500,13.38,0
148511,0.63,0
148517,1.12,0
148519,0.3,0
148522,33.37,0
148542,0.23,0
148545,20.27,0
148552,0.15,0
148557,0.6,0
148564,0.6,0
148585,24.93,0
148589,0.43,0
148604,11.97,0
148608,5.42,0
148613,0.17,0
148627,0.4,0
148640,5.55,0
148642,28.25,0
148645,9.83,0
148664,1.12,0
148668,0.53,0
148684,7.4,0
148707,0.63,0
148718,0.08,0
148730,0.37,0
148736,37.32,0
148743,0.93,0
148760,61.78,0
148762,5.23,0
148768,0.07,0
148770,1.38,0
148772,208.28,0
148784,7.18,0
148792,3.32,0
148794,0.72,0
148807,40.42,0
148816,2.7,0
148835,10.22,0
148836,36.08,0
148843,4.47,0
148849,31.68,0
148851,27.72,0
148870,9.33,0
148879,0.38,0
148889,0.67,0
148895,10.08,0
148898,29.3,0
148903,40.22,0
148910,1.88,0
148916,1.98,0
148926,7.35,0
148938,0.63,0
148966,22.68,0
148972,4.33,0
148977,80.47,0
148980,51.13,0
148982,0.22,0
148983,0.65,0
148997,0.05,0
148999,14.32,0
149017,0.63,0
149026,0.85,0
149035,27.25,0
149040,0.93,0
149047,2.58,0
149050,89.32,0
149055,2.83,0
149084,0.23,0
149090,0.2,0
149091,87.35,0
149103,50.0,0
149104,6.22,0
149115,12.37,0
149119,13.58,0
149127,0.07,0
149128,0.05,0
149130,0.5,0
149141,0.23,0
149168,58.8,0
149171,6.2,0
149178,5.42,0
149180,0.07,0
149181,0.42,0
149188,12.33,0
149203,2.68,0
149210,0.08,0
149211,2.1,0
149215,18.17,0
149245,3.98,0
149255,6.23,0
149261,0.08,0
149267,4.32,0
149269,0.4,0
149282,53.25,0
149284,39.37,0
149287,5.15,0
149305,16.48,0
149314,10.3,0
149322,3.17,0
149326,7.35,0
149345,30.18,0
149348,0.35,0
149351,0.73,0
149360,6.33,0
149366,7.33,0
149369,5.05,0
149378,24.17,0
149396,0.22,0
149424,9.1,0
149428,0.63,0
149432,0.63,0
149434,0.4,0
149480,0.57,0
149503,16.8,0
149521,6.78,0
149528,0.22,0
149531,0.32,0
149563,2.83,0
149571,0.25,0
149590,0.05,0
149601,126.27,0
149603,0.4,0
149609,0.07,0
149619,1.02,0
149646,10.9,0
149659,11.7,0
149665,0.63,0
149671,0.05,0
149683,3.32,0
149693,0.53,0
149720,1.0,0
149728,1.13,0
149729,5.05,0
149732,1.42,0
149733,262.73,0
149738,0.22,0
149739,0.07,0
149742,14.23,0
149745,7.17,0
149752,31.45,0
149765,1.73,0
149787,163.82,0
149795,8.82,0
149805,62.57,0
149822,5.9,0
149832,359.73,0
149833,0.52,0
149847,1.32,0
149848,29.4,0
149853,0.3,0
149858,33.0,0
149859,0.62,0
149881,29.13,0
149898,0.63,0
149918,0.05,0
149940,0.62,0
149949,1.88,0
149959,6.23,0
149969,2.9,0
149978,3.2,0
149981,25.02,0
149992,6.38,0
149995,0.53,0
150004,46.58,0
150011,12.62,0
150013,127.65,0
150024,0.45,0
150031,0.07,0
150036,74.87,0
150038,0.08,0
150058,0.27,0
150067,9.52,0
150070,9.62,0
150072,0.42,0
150086,127.45,0
150096,1.05,0
150099,34.12,0
150120,8.0,0
150157,13.97,0
150163,22.55,0
150170,5.95,0
150172,0.23,0
150175,19.35,0
150179,5.35,0
150190,0.22,0
150210,18.67,0
150215,6.17,0
150229,30.92,0
150241,0.08,0
150249,1.05,0
150252,7.97,0
150276,29.65,0
150278,78.75,0
150290,0.88,0
150306,4.5,0
150325,1.25,0
150329,0.2,0
150350,0.07,0
150351,0.73,0
150360,3.0,0
150363,0.12,0
150364,0.1,0
150367,1.68,0
150369,0.13,0
150377,43.18,0
150381,18.42,0
150396,6.62,0
150398,3.53,0
150401,0.1,0
150412,0.28,0
150416,34.3,0
150430,0.08,0
150431,0.3,0
150435,0.35,0
150454,4.32,0
150459,0.75,0
150461,37.0,0
150466,22.4,0
150497,0.12,0
150498,0.45,0
150504,0.62,0
150520,0.18,0
150523,0.87,0
150528,6.38,0
150542,24.03,0
150555,5.68,0
150558,0.18,0
150559,21.12,0
150563,33.97,0
150568,3.27,0
150572,5.33,0
150573,31.72,0
150583,2.95,0
150586,10.57,0
150595,52.47,0
150605,24.97,0
150611,0.25,0
150614,113.13,0
150618,49.23,0
150621,0.18,0
150622,0.7,0
150625,65.42,0
150626,0.12,0
150631,0.08,0
150647,0.53,0
150653,0.68,0
150662,0.08,0
150676,0.5,0
150677,0.08,0
150693,0.42,0
150700,0.67,0
150702,5.83,0
150706,5.92,0
150712,15.73,0
150716,0.65,0
150723,8.58,0
150726,2.37,0
150734,1.15,0
150740,0.05,0
150747,16.07,0
150752,8.37,0
150771,3.98,0
150777,5.2,0
150790,0.48,0
150798,4.8,0
150802,41.02,0
150804,0.73,0
150805,16.4,0
150808,0.1,0
150810,0.2,0
150820,1.87,0
150838,66.7,0
150839,37.12,0
150841,4.85,0
150845,48.85,0
150855,6.33,0
150865,9.73,0
150868,0.17,0
150869,40.95,0
150889,27.67,0
150893,30.93,0
150897,0.07,0
150898,51.32,0
150927,1.2,0
150933,17.28,0
150944,78.45,0
150952,43.25,0
150954,6.73,0
150958,0.45,0
150959,309.65,0
150961,56.28,0
150993,17.08,0
151000,16.33,0
151007,0.28,0
151009,130.13,0
151017,110.87,0
151019,5.55,0
151021,133.22,0
151030,26.68,0
151033,0.18,0
151051,2.62,0
151065,0.13,0
151069,16.2,0
151072,28.98,0
151077,0.37,0
151086,73.55,0
151089,0.05,0
151091,15.82,0
151107,0.07,0
151119,22.47,0
151122,0.08,0
151131,0.43,0
151143,1.37,0
151154,4.25,0
151161,0.93,0
151176,1.23,0
151177,25.28,0
151179,0.12,0
151191,0.63,0
151193,73.95,0
151217,0.32,0
151221,0.05,0
151223,0.85,0
151227,55.63,0
151261,4.6,0
151285,9.73,0
151302,1.88,0
151309,4.42,0
151362,0.13,0
151372,3.48,0
151376,5.3,0
151383,1.0,0
151384,0.12,0
151385,15.97,0
151407,0.13,0
151410,0.98,0
151411,0.28,0
151412,39.95,0
151415,0.82,0
151426,3.9,0
151441,0.88,0
151452,61.07,0
151478,5.45,0
151480,19.47,0
151482,2.52,0
151491,0.2,0
151507,0.15,0
151510,5.47,0
151539,0.73,0
151547,7.83,0
151569,20.18,0
151577,30.68,0
151581,14.87,0
151594,39.92,0
151597,28.25,0
151598,31.17,0
151601,2.38,0
151608,12.05,0
151612,16.82,0
151626,52.9,0
151636,0.87,0
151637,9.18,0
151644,0.07,0
151647,18.95,0
151662,0.88,0
151710,7.22,0
151741,0.22,0
151755,0.13,0
151757,29.1,0
151776,6.53,0
151782,2.72,0
151785,55.63,0
151788,37.57,0
151802,156.85,0
151814,0.48,0
151831,0.1,0
151842,2.37,0
151845,8.93,0
151856,63.65,0
151877,128.53,0
151884,61.13,0
151900,58.25,0
151916,0.1,0
151918,32.98,0
151921,0.12,0
151944,0.22,0
151945,1.03,0
151949,0.6,0
151959,3.7,0
151971,5.33,0
151976,6.1,0
152004,0.17,0
152005,3.05,0
152016,0.12,0
152023,2.98,0
152034,53.7,0
152048,1.5,0
152055,194.77,0
152063,0.1,0
152064,42.85,0
152067,0.55,0
152069,0.95,0
152096,75.07,0
152097,0.07,0
152101,0.22,0
152145,1.13,0
152147,0.58,0
152148,4.42,0
152159,57.23,0
152169,2.8,0
152170,1.08,0
152172,0.98,0
152178,10.92,0
152191,14.82,0
152215,49.75,0
152221,0.28,0
152235,8.75,0
152237,0.38,0
152246,0.07,0
152255,11.35,0
152258,3.08,0
152279,20.4,0
152290,0.98,0
152292,3.9,0
152298,2.03,0
152299,1.38,0
152307,5.47,0
152310,11.9,0
152312,0.3,0
152329,0.17,0
152333,5.78,0
152342,0.38,0
152358,9.72,0
152359,0.05,0
152363,9.3,0
152375,122.5,0
152381,3.45,0
152384,0.93,0
152394,3.38,0
152395,11.43,0
152397,0.07,0
152406,0.07,0
152407,63.32,0
152413,7.65,0
152427,0.92,0
152471,2.23,0
152481,66.62,0
152493,0.75,0
152496,10.75,0
152506,2.65,0
152510,2.83,0
152516,0.1,0
152517,52.18,0
152523,25.72,0
152524,4.95,0
152534,0.65,0
152550,0.13,0
152555,55.88,0
152558,0.12,0
152563,65.6,0
152570,0.15,0
152575,0.75,0
152577,5.33,0
152644,41.77,0
152657,10.53,0
152662,16.23,0
152681,23.18,0
152686,60.52,0
152725,3.97,0
152758,18.87,0
152759,26.82,0
152771,13.07,0
152777,44.05,0
152786,193.8,0
152797,0.08,0
152805,0.73,0
152810,10.77,0
152818,1.03,0
152819,0.1,0
152837,0.52,0
152866,0.3,0
152867,68.0,0
152869,3.72,0
152870,0.52,0
152876,5.42,0
152906,23.08,0
152907,0.25,0
152910,21.53,0
152918,0.97,0
152922,16.73,0
152930,0.1,0
152964,16.38,0
152966,2.23,0
152971,5.75,0
152982,0.22,0
152983,0.15,0
152990,102.37,0
153002,1.72,0
153017,2.67,0
153027,0.12,0
153028,0.45,0
153035,55.77,0
153049,54.27,0
153051,43.67,0
153057,5.38,0
153061,0.52,0
153087,0.18,0
153094,38.45,0
153102,83.97,0
153108,8.98,0
153130,14.45,0
153133,557.17,0
153147,10.02,0
153151,0.15,0
153156,68.12,0
153157,3.1,0
153179,1.15,0
153204,0.13,0
153211,72.75,0
153220,6.2,0
153228,0.07,0
153234,0.05,0
153237,0.08,0
153248,11.55,0
153251,0.07,0
153252,43.33,0
153268,9.07,0
153275,0.28,0
153276,0.17,0
153281,6.08,0
153284,57.53,0
153288,73.78,0
153306,3.05,0
153308,0.37,0
153321,0.05,0
153333,7.72,0
153355,6.02,0
153358,0.2,0
153365,0.05,0
153366,0.1,0
153419,6.03,0
153437,41.1,0
153503,4.88,0
153522,6.18,0
153523,1.48,0
153559,43.92,0
153562,9.9,0
153566,29.4,0
153569,0.27,0
153581,4.1,0
153611,0.77,0
153646,1.22,0
153654,23.1,0
153662,103.97,0
153668,0.92,0
153673,1.88,0
153685,13.7,0
153697,0.67,0
153710,31.57,0
153715,31.43,0
153718,0.05,0
153727,6.03,0
153743,49.6,0
153744,69.45,0
153780,144.6,0
153793,2.82,0
153796,11.02,0
153798,11.63,0
153809,10.27,0
153810,19.3,0
153812,0.68,0
153821,0.12,0
153822,46.25,0
153825,0.2,0
153837,32.72,0
153839,0.98,0
153858,0.05,0
153863,0.05,0
153868,51.33,0
153873,0.55,0
153879,0.77,0
153882,0.08,0
153893,5.92,0
153900,25.0,0
153911,27.88,0
153922,0.07,0
153940,6.08,0
153941,0.18,0
153949,2.82,0
153954,78.15,0
153975,26.52,0
153981,12.68,0
153986,4.25,0
153988,0.22,0
154007,18.32,0
154013,87.48,0
154065,140.07,0
154080,14.42,0
154106,0.6,0
154111,0.87,0
154125,1.25,0
154166,1.47,0
154184,64.58,0
154185,2.98,0
154186,0.4,0
154211,26.2,0
154216,0.18,0
154221,0.12,0
154227,5.37,0
154240,45.32,0
154251,13.78,0
154254,138.9,0
154263,226.75,0
154294,0.35,0
154326,16.43,0
154327,54.08,0
154337,2.63,0
154349,6.03,0
154352,0.4,0
154354,40.03,0
154361,10.03,0
154370,23.18,0
154371,81.33,0
154403,5.37,0
154414,51.38,0
154426,6.0,0
154432,32.7,0
154444,5.93,0
154448,0.05,0
154449,1.28,0
154451,6.97,0
154461,11.32,0
154463,19.52,0
154466,38.93,0
154473,8.07,0
154482,49.35,0
154487,26.17,0
154517,3.82,0
154519,1.32,0
154542,2.55,0
154560,24.18,0
154573,22.88,0
154586,0.77,0
154588,1.53,0
154606,11.15,0
154608,11.83,0
154618,0.5,0
154636,16.35,0
154693,0.7,0
154715,0.77,0
154729,8.88,0
154748,58.22,0
154762,0.05,0
154775,31.83,0
154787,1.68,0
154791,0.17,0
154816,75.17,0
154836,3.43,0
154841,0.65,0
154843,6.03,0
154850,0.3,0
154884,17.82,0
154888,93.57,0
154896,1.13,0
154912,0.5,0
154929,0.08,0
154932,10.05,0
154935,2.4,0
154937,291.75,0
154940,0.13,0
154943,6.2,0
154991,0.12,0
154999,0.25,0
155002,113.83,0
155038,1.45,0
155048,19.52,0
155088,10.22,0
155092,0.08,0
155112,4.77,0
155124,0.97,0
155157,64.75,0
155162,3.85,0
155172,1.65,0
155184,14.27,0
155241,7.85,0
155243,4.18,0
155262,24.68,0
155289,43.02,0
155357,0.05,0
155383,4.37,0
155390,0.12,0
155391,0.17,0
155476,0.42,0
155495,1.28,0
155533,2.3,0
155534,0.1,0
155536,2.25,0
155554,0.05,0
155570,4.17,0
155580,0.05,0
155599,0.07,0
155614,34.37,0
155683,229.58,0
155706,0.2,0
155713,31.1,0
155715,6.03,0
155716,1.45,0
155735,84.8,0
155773,0.93,0
155781,0.05,0
155817,77.47,0
155840,17.82,0
155888,0.17,0
155906,27.95,0
155915,0.5,0
155919,65.67,0
155925,2.02,0
155927,11.5,0
155945,6.07,0
155948,4.62,0
155970,1.93,0
156040,1.27,0
156059,0.33,0
156086,11.68,0
156099,21.32,0
156115,9.92,0
156118,5.12,0
156157,1.12,0
156160,3.15,0
156166,0.07,0
156174,99.38,0
156177,0.92,0
156185,0.22,0
156195,32.8,0
156198,3.37,0
156199,0.3,0
156207,7.5,0
156214,232.43,0
156222,38.35,0
156225,23.95,0
156229,20.07,0
156237,18.77,0
156264,0.57,0
156280,36.67,0
156282,84.85,0
156283,44.25,0
156328,1.43,0
156332,0.98,0
156342,77.5,0
156368,0.32,0
156369,6.22,0
156378,0.33,0
156380,51.83,0
156402,2.57,0
156408,0.08,0
156450,0.83,0
156452,0.1,0
156459,0.15,0
156463,0.05,0
156478,10.5,0
156479,9.98,0
156497,0.07,0
156515,0.08,0
156517,7.55,0
156529,0.05,0
156530,0.2,0
156532,6.32,0
156557,17.95,0
156563,8.9,0
156583,0.27,0
156585,1.67,0
156589,25.95,0
156598,0.07,0
156599,1.33,0
156611,6.05,0
156614,9.65,0
156617,98.53,0
156618,0.08,0
156620,0.45,0
156633,5.13,0
156635,0.37,0
156636,0.63,0
156642,2.95,0
156643,0.58,0
156653,90.28,0
156660,53.05,0
156666,32.25,0
156671,60.45,0
156682,4.52,0
156697,3.75,0
156702,10.33,0
156722,0.52,0
156739,3.63,0
156742,0.67,0
156750,1.17,0
156765,43.28,0
156768,16.57,0
156785,0.3,0
156865,0.15,0
156869,56.27,0
156875,3.97,0
156888,0.8,0
156898,4.92,0
156911,19.97,0
156913,65.67,0
156915,7.85,0
156920,49.8,0
156922,0.55,0
156933,42.57,0
156937,7.87,0
156940,0.77,0
156941,21.28,0
156951,31.95,0
156957,1.57,0
156961,0.17,0
156969,0.45,0
156991,2.67,0
156997,0.75,0
157004,69.57,0
157010,1.43,0
157017,0.53,0
157023,41.05,0
157025,7.35,0
157040,13.55,0
157043,26.13,0
157045,0.85,0
157064,0.55,0
157081,17.13,0
157087,3.97,0
157093,0.53,0
157111,0.1,0
157112,52.02,0
157114,0.45,0
157139,2.72,0
157140,62.97,0
157148,0.15,0
157149,69.68,0
157156,15.03,0
157190,11.93,0
157203,5.72,0
157209,24.73,0
157212,33.8,0
157227,1.38,0
157245,0.1,0
157249,0.12,0
157252,1.58,0
157255,6.12,0
157256,1.78,0
157259,6.2,0
157260,0.07,0
157265,66.05,0
157276,0.05,0
157280,12.82,0
157301,61.5,0
157327,0.38,0
157346,18.77,0
157350,82.92,0
157364,18.42,0
157366,0.12,0
157372,1.78,0
157414,0.18,0
157427,2.9,0
157432,0.53,0
157440,62.02,0
157442,1.5,0
157447,9.03,0
157452,2.8,0
157468,3.7,0
157482,0.2,0
157484,1.87,0
157516,10.55,0
157519,0.3,0
157549,2.7,0
157558,17.98,0
157565,63.17,0
157574,1.42,0
157575,4.05,0
157614,27.2,0
157621,0.08,0
157634,0.07,0
157640,11.93,0
157644,4.93,0
157661,6.88,0
157665,44.58,0
157685,0.1,0
157696,71.48,0
157709,18.37,0
157714,264.87,0
157723,0.38,0
157733,0.48,0
157746,3.7,0
157760,0.52,0
157768,43.27,0
157769,82.17,0
157770,0.55,0
157794,4.57,0
157798,1.08,0
157807,12.5,0
157808,0.87,0
157812,1.08,0
157813,0.08,0
157826,9.27,0
157846,3.58,0
157848,5.25,0
157852,25.57,0
157865,12.73,0
157875,42.35,0
157878,1.0,0
157896,1.2,0
157897,0.05,0
157902,64.52,0
157920,0.8,0
157924,0.43,0
157929,0.68,0
157935,32.17,0
157940,1.03,0
157941,10.83,0
157969,5.97,0
157982,12.2,0
157990,0.73,0
157993,2.23,0
158004,0.5,0
158029,8.0,0
158035,39.48,0
158048,16.62,0
158063,6.22,0
158067,3.15,0
158072,0.05,0
158076,0.13,0
158079,0.23,0
158085,7.43,0
158089,0.2,0
158121,0.1,0
158125,27.78,0
158128,3.28,0
158130,1.93,0
158137,2.42,0
158148,2.53,0
158150,0.35,0
158153,10.92,0
158154,22.85,0
158158,0.5,0
158189,1.53,0
158193,4.23,0
158201,0.37,0
158202,7.35,0
158204,0.12,0
158214,0.68,0
158215,12.18,0
158228,0.05,0
158238,6.63,0
158244,30.98,0
158248,2.38,0
158250,50.42,0
158262,1.23,0
158268,6.1,0
158271,2.9,0
158276,4.0,0
158280,127.45,0
158285,0.23,0
158296,0.05,0
158298,0.12,0
158308,0.05,0
158312,9.92,0
158314,5.95,0
158315,42.72,0
158317,0.8,0
158318,18.92,0
158319,2.03,0
158341,4.62,0
158342,7.23,0
158354,0.48,0
158361,3.23,0
158362,3.23,0
158364,54.0,0
158369,15.85,0
158372,0.67,0
158373,0.35,0
158382,45.7,0
158393,9.38,0
158399,0.08,0
158401,6.03,0
158412,10.1,0
158421,5.57,0
158423,3.62,0
158440,6.6,0
158445,29.28,0
158447,66.35,0
158479,36.02,0
158500,22.97,0
158504,0.23,0
158512,1.1,0
158515,79.27,0
158527,1.6,0
158535,0.83,0
158547,0.05,0
158548,5.08,0
158586,22.55,0
158599,5.5,0
158604,0.3,0
158615,0.15,0
158618,19.1,0
158619,18.4,0
158627,0.07,0
158637,2.75,0
158639,6.02,0
158646,11.0,0
158652,0.9,0
158670,0.12,0
158679,25.5,0
158698,0.22,0
158714,0.2,0
158716,0.55,0
158718,3.03,0
158719,23.65,0
158730,0.08,0
158731,18.8,0
158742,26.78,0
158761,72.63,0
158768,20.68,0
158846,20.68,0
158990,46.68,0
159071,22.23,0
159457,917.82,0
159545,1.12,0
159548,569.87,0
159875,32.68,0
159986,40.87,0
159987,240.97,0
160008,3.05,0
160043,1.93,0
160049,15.78,0
160051,15.43,0
160419,3.48,0
160493,3.18,0
160536,22.2,0
160562,6.67,0
160705,35.43,0
160863,0.55,0
161070,96.2,0
161200,11.12,0
161241,26.92,0
161373,1.72,0
161397,16.83,0
161426,239.8,0
161483,40.5,0
161539,0.17,0
161572,274.32,0
161580,354.3,0
161626,233.3,0
161640,599.43,0
161844,703.6,0
161934,0.85,0
162108,0.92,0
162284,252.22,0
162295,0.18,0
162517,0.37,0
162669,14.4,0
163113,12.48,0
163144,20.95,0
163461,7.15,0
163834,0.38,0
163883,10.77,0
164280,8.7,0
164310,162.02,0
164645,0.1,0
164904,15.62,0
164930,3.58,0
165026,434.53,0
165187,45.22,0
165950,8.65,0
165954,91.02,0
166652,38.83,0
167073,10.45,0
167554,3.55,0
167693,27.25,0
168266,0.88,0
170023,5.92,0
170068,0.25,0
170381,162.62,0
170493,1078.97,0
170962,125.82,0
171032,536.2,0
171057,302.7,0
171151,32.83,0
171187,14.02,0
171210,50.53,0
171232,114.05,0
171243,26.3,0
171263,0.45,0
171275,4.73,0
171342,375.25,0
171411,23.98,0
171448,350.07,0
171566,15.02,0
171856,7.47,0
171922,0.83,0
172160,32.68,0
172174,116.95,0
172178,18.78,0
172187,72.2,0
172219,29.25,0
